epoch,train_loss,val_acc,lr
1,2.4040258233606155,0.022122762148337596,0.0006021897810218978
2,1.4780483585150617,0.03132992327365729,0.0012021897810218978
3,1.4048120069923846,0.06061381074168798,0.001802189781021898
4,1.3061836776017939,0.12455242966751918,0.002402189781021898
5,1.3067084808653138,0.5962915601023018,0.003
6,1.2200576435337354,0.9014066496163683,0.0029999149424493722
7,1.2232200769986508,0.9679028132992328,0.002999659779443871
8,1.2397161383491986,0.9854219948849104,0.0029992345399215505
9,1.2545381533554176,0.9890025575447571,0.0029986392721088537
10,1.1838004788406602,0.9910485933503836,0.0029978740435151426
11,1.1291512090667264,0.992071611253197,0.002996938940925045
12,1.1805039367068726,0.9921994884910486,0.0029958340703886074
13,1.1172716787370236,0.9933503836317136,0.002994559557209273
14,1.2138067316487284,0.9938618925831202,0.002993115545929667
15,1.1251951616031943,0.9943734015345268,0.002991502200315206
16,1.1463798444899147,0.9945012787723785,0.002989719703335525
17,1.1779743217344683,0.9943734015345268,0.002987768257143727
18,1.0971024546036499,0.9942455242966752,0.0029856480830534565
19,1.1337935386716251,0.9943734015345268,0.0029833594215138
20,1.1351464313009512,0.9945012787723785,0.002980902532082017
21,1.0926428024929402,0.9948849104859335,0.002978277693394104
22,1.1359190749796861,0.9948849104859335,0.0029754852031331942
23,1.1579618945586543,0.9950127877237852,0.002972525377995796
24,1.1296959562916822,0.9950127877237852,0.002969398553655878
25,1.0699539663711033,0.9951406649616368,0.0029661050847268
26,1.1374039288168776,0.9952685421994885,0.0029626453447210953
27,1.0863182859212102,0.9955242966751918,0.0029590197260081124
28,1.1607522297257826,0.9951406649616368,0.002955228639769513
29,1.0577002783057432,0.9948849104859335,0.0029512725159526435
30,1.0782359839501994,0.9947570332480818,0.002947151803221774
31,1.1632862486734956,0.9948849104859335,0.002942866968907213
32,1.0907407818615658,0.9948849104859335,0.0029384184989523087
33,1.0548451830426817,0.9956521739130435,0.0029338068978583395
34,1.065987068646738,0.9956521739130435,0.002929032688627297
35,1.0851275657313424,0.9957800511508952,0.002924096412702572
36,1.068127311105991,0.9959079283887468,0.0029189986299075505
37,1.097996192101763,0.9955242966751918,0.002913739918382123
38,1.0699466732422984,0.9955242966751918,0.0029083208745171196
39,1.0717473523594432,0.9955242966751918,0.00290274211288667
40,1.0296238969963836,0.9956521739130435,0.002897004266178508
41,1.0834698038841046,0.9957800511508952,0.0028911079851222147
42,1.070045314440845,0.9960358056265984,0.002885053938415424
43,1.0468716921945904,0.9960358056265984,0.0028788428126479814
44,1.0498372339463837,0.9960358056265984,0.002872475312224079
45,1.03890820433044,0.9961636828644501,0.00286595215928237
