epoch,train_loss,val_acc,lr
1,2.3860282713664325,0.02506393861892583,0.0006021897810218978
2,1.53808362981954,0.02672634271099744,0.0012021897810218978
3,1.4629312537481378,0.03363171355498721,0.001802189781021898
4,1.3482825541299797,0.14820971867007673,0.002402189781021898
5,1.3547568659173999,0.7131713554987212,0.003
6,1.2552335493603224,0.9216112531969309,0.0029999149424493722
7,1.2587211337879525,0.9721227621483376,0.002999659779443871
8,1.275595900591682,0.9841432225063939,0.0029992345399215505
9,1.2911660396297333,0.9890025575447571,0.0029986392721088537
10,1.2165903226392247,0.9911764705882353,0.0029978740435151426
11,1.1606106904732567,0.9914322250639386,0.002996938940925045
12,1.21274767672687,0.9914322250639386,0.0029958340703886074
13,1.144947676185723,0.9919437340153453,0.002994559557209273
14,1.2486009472572996,0.9924552429667519,0.002993115545929667
15,1.1593890958429907,0.9927109974424553,0.002991502200315206
16,1.1766900598342258,0.9930946291560102,0.002989719703335525
17,1.2089246807873468,0.992838874680307,0.002987768257143727
18,1.1265724013020417,0.9925831202046036,0.0029856480830534565
19,1.1672457708828692,0.992838874680307,0.0029833594215138
20,1.1697780798835895,0.992838874680307,0.002980902532082017
21,1.117845971599903,0.9929667519181585,0.002978277693394104
22,1.1666787024213698,0.9930946291560102,0.0029754852031331942
23,1.1870347831966728,0.9938618925831202,0.002972525377995796
24,1.1611945962865233,0.9938618925831202,0.002969398553655878
25,1.0993237314660564,0.9942455242966752,0.0029661050847268
26,1.164500366757288,0.9943734015345268,0.0029626453447210953
27,1.117120593527089,0.9942455242966752,0.0029590197260081124
28,1.1914987540780295,0.9942455242966752,0.002955228639769513
29,1.0860382108262874,0.9945012787723785,0.0029512725159526435
30,1.1037772273773427,0.9948849104859335,0.002947151803221774
31,1.193986845978555,0.9945012787723785,0.002942866968907213
32,1.1195932547115879,0.9945012787723785,0.0029384184989523087
33,1.0804080008105412,0.9946291560102302,0.0029338068978583395
34,1.0935042888341082,0.9947570332480818,0.002929032688627297
35,1.114866840896975,0.9951406649616368,0.002924096412702572
36,1.0954309700361264,0.9955242966751918,0.0029189986299075505
37,1.1297269044460374,0.9956521739130435,0.002913739918382123
38,1.0971458502268379,0.9956521739130435,0.0029083208745171196
39,1.1032931920512559,0.9953964194373401,0.00290274211288667
40,1.0627140482029613,0.9952685421994885,0.002897004266178508
41,1.114103977759476,0.9955242966751918,0.0028911079851222147
42,1.0991355193545447,0.9952685421994885,0.002885053938415424
43,1.075753039235112,0.9955242966751918,0.0028788428126479814
44,1.0787757895215733,0.9957800511508952,0.002872475312224079
45,1.0627475648551001,0.9952685421994885,0.00286595215928237
46,1.016176092262192,0.9957800511508952,0.00285927409361407
47,1.0871683836728545,0.9957800511508952,0.0028524418725790566
48,1.1298762170521162,0.9956521739130435,0.0028454562710199796
49,1.0936196604991846,0.9957800511508952,0.002838318081174382
50,1.0764265775341784,0.9959079283887468,0.0028310281125848574
51,1.1240632757743538,0.9959079283887468,0.002823587192007235
52,1.0947163739303325,0.9959079283887468,0.00281599616331682
53,1.1572353541901859,0.9960358056265984,0.0028082558874126884
54,1.020933761011304,0.9960358056265984,0.002800367242120053
55,1.112330628525435,0.9960358056265984,0.002792331122090709
56,1.0685857780957364,0.9959079283887468,0.0027841484387015718
57,1.1558305923015295,0.9960358056265984,0.0027758201199513163
58,1.1234314424471952,0.9962915601023018,0.0027673471103551346
59,1.0997350601148592,0.9962915601023018,0.0027587303708376163
60,1.1338252491150163,0.9961636828644501,0.0027499708786237723
61,1.1249275552240683,0.9964194373401535,0.002741069627128206
62,1.084133787553532,0.9962915601023018,0.0027320276258424505
63,1.103308824179829,0.9960358056265984,0.0027228459002204813
64,1.108749264117905,0.9959079283887468,0.002713525491562421
65,1.1283564611740091,0.9957800511508952,0.0027040674568964453
66,1.1059183116933438,0.9957800511508952,0.002694472868858904
67,1.1183661889880854,0.9957800511508952,0.002684742815572674
68,1.0532634252714617,0.9960358056265984,0.002674878400523755
69,1.0677235010639785,0.9959079283887468,0.002664880742436124
70,1.0737662460357502,0.9959079283887468,0.0026547509751448594
71,1.0518717504286164,0.9960358056265984,0.0026444902474675536
72,1.040392275065243,0.9959079283887468,0.0026340997230740247
73,1.03063642085022,0.9957800511508952,0.0026235805803543465
74,1.076973333030846,0.9962915601023018,0.002612934012285204
75,1.1111261307634255,0.9961636828644501,0.0026021612262946007
76,1.1215685988326207,0.9961636828644501,0.002591263444124924
77,1.1059856489592907,0.9961636828644501,0.0025802419016943837
78,1.0155510785600685,0.9960358056265984,0.0025690978489568525
79,1.0229023991135178,0.9960358056265984,0.0025578325497601032
80,1.032309477042664,0.9961636828644501,0.002546447281702477
81,1.0945213677768648,0.9959079283887468,0.0025349433359879944
82,1.0427864970114802,0.9960358056265984,0.0025233220172799146
83,1.1112609993364704,0.9955242966751918,0.002511584643552777
84,1.039313667516337,0.9955242966751918,0.0024997325459429278
85,1.0486246651565192,0.9955242966751918,0.0024877670685975583
86,1.05230067524933,0.9955242966751918,0.00247568956852226
87,1.0895964669923817,0.9955242966751918,0.002463501415427134
88,1.0222819871135516,0.9957800511508952,0.0024512039915714438
89,1.0638175578441225,0.9956521739130435,0.0024387986916068597
90,1.0732196527097875,0.9956521739130435,0.002426286922419288
91,1.096437020720525,0.9955242966751918,0.002413670102969317
92,1.068087331257479,0.9955242966751918,0.0024009496641312915
93,1.0520414475454258,0.9955242966751918,0.0023881270485310397
94,1.03056987492528,0.9955242966751918,0.002375203710382262
95,1.1013474265226215,0.9955242966751918,0.0023621811153216104
96,1.0362946395678898,0.9956521739130435,0.0023490607402424694
97,1.0442511486715809,0.9955242966751918,0.002335844073127463
98,1.0427292670130426,0.9955242966751918,0.0023225326128797
99,1.0769566192583593,0.9955242966751918,0.002309127869152787
100,1.0405891017366384,0.9957800511508952,0.002295631362179614
101,1.0506657673303768,0.9956521739130435,0.0022820446225999477
102,1.0357109587989974,0.9955242966751918,0.0022683691912868415
103,1.0716887892224158,0.9957800511508952,0.0022546066191718836
104,1.0148634079946446,0.9959079283887468,0.0022407584670693062
105,1.1053503660357584,0.9955242966751918,0.0022268263054989754
106,1.0640011151360667,0.9953964194373401,0.002212811714508274
107,1.0118700684929274,0.9955242966751918,0.0021987162834929126
108,0.9977907942316349,0.9952685421994885,0.0021845416110166742
109,1.024741931339664,0.9951406649616368,0.002170289304630121
110,1.0606388390148929,0.9955242966751918,0.0021559609806882834
111,1.0415742178741048,0.9955242966751918,0.0021415582641673456
112,1.084047805643041,0.9955242966751918,0.0021270827884803606
113,1.050776150511828,0.9955242966751918,0.0021125361952920043
114,1.028287850391055,0.9955242966751918,0.0020979201343323908
115,1.016803480204143,0.9955242966751918,0.002083236263209981
116,1.0479940884355186,0.9953964194373401,0.0020684862472235897
117,1.1181780718374943,0.9950127877237852,0.0020536717591735265
118,1.0295809581829223,0.9955242966751918,0.0020387944791718797
119,1.067490969736761,0.9955242966751918,0.0020238560944519798
120,1.0330711468812857,0.9953964194373401,0.002008858299177045
121,1.0475548894068638,0.9953964194373401,0.0019938027942480517
122,1.0569702512671169,0.9955242966751918,0.001978691287110829
123,1.0623275021864427,0.9957800511508952,0.0019635254915624212
124,1.022429404186911,0.9952685421994885,0.0019483071275567254
125,1.089094642970873,0.9953964194373401,0.0019330379210094316
